dataset,model,optimizer,seed,final_test_acc,final_loss,run_signature,completed
HighDim,Dim200,Adam,42,,9.73867940956552e-07,8d5fc51ade68fca9563b8f76601112467c076bac70aac08ecbd2d98704111940,True
HighDim,Dim200,Adam,123,,9.951788797479821e-07,8337fb31ed45879e075934209bc65803129040dfddc28aa2767f68264d862691,True
HighDim,Dim200,Adam,456,,8.873333285919216e-07,ba88e7b9c49fc52cdf767d329119fccdcd5542355df552643ac4dbbc64fbf666,True
HighDim,Dim200,Adam,789,,9.430569321011717e-07,54f6a75c84bbf3a8ca4e208005aef876c530558463f01322b6e6722652d24cb5,True
HighDim,Dim200,Adam,1011,,9.424148856851389e-07,6e352f151fafa79cf01ac82eb852640cbf87ea676041c5061cde5820207dd15d,True
HighDim,Dim200,Adam,1213,,8.90550381882349e-07,44a9ea6bebb89d8cd7e15d9e82e2d822d702a6d7775b11806371b3a7863bef76,True
HighDim,Dim200,Adam,1415,,9.537753840049845e-07,a0cf699e323499d596dc9761b9022276fc97b94935a09c5c5ce53cd3b6e3f912,True
HighDim,Dim200,Adam,1617,,9.732162880027317e-07,8e2e35bdd8ff745685bb905b4b88bb03f7429b88e55e2afa5026e2887475a520,True
HighDim,Dim200,Adam,1819,,9.711233133202768e-07,38ebefd534e80044e9386700714226df5bf696b688d9a9d99b0526ec55330f54,True
HighDim,Dim200,Adam,2021,,9.911815368468524e-07,bc8a8dcbae659ec3ff51a16841409455d105f2b6f5abed0de00ac5da87cb9373,True
HighDim,Dim200,SAM_SGD,42,,9.21335811199242e-07,e93de83f5245f62f96432b5970e9ac5ae2612f259608c518f46d42cccab9ddf7,True
HighDim,Dim200,SAM_SGD,123,,4.3742466004914604e-07,410fd33dc2075b9b710e7ee3981cd63140b403a64764c7fcc7b12d63c6db83a6,True
HighDim,Dim200,SAM_SGD,456,,1.9770205028635246e-07,091c05a82233271c1e45da0566195fbd472296ae61464cc71f94bf673811a255,True
HighDim,Dim200,SAM_SGD,789,,6.827131642239692e-07,91b7e9f491afcd837573d20a5415e6ef0ae24dc7af35840d52b3a61a6daa0d0f,True
HighDim,Dim200,SAM_SGD,1011,,6.993484475970035e-07,d31e14066037bcd14803af87345992564a1fc2457e033a52c135b7037c1f5fc2,True
HighDim,Dim200,SAM_SGD,1213,,2.301280943584061e-08,f44636fcff54b42e28e4eb5e496a17f72689c21ec7662e44622b3f76d86400b5,True
HighDim,Dim200,SAM_SGD,1415,,6.17409796177526e-07,52b86fe0259b22a9307c5d48f2bef9a425f3fae4f90e561e1113b2c30db894ca,True
HighDim,Dim200,SAM_SGD,1617,,2.964704890473513e-07,7640acb889ff09b00eae34543e9b1ca66a9bcc76cbdd0661566f65f6d1f4fa27,True
HighDim,Dim200,SAM_SGD,1819,,4.930688390913929e-08,737e3d6188450afaa9c959a8fd711ff04e18572d3a4832d484e07cb6e44633c3,True
HighDim,Dim200,SAM_SGD,2021,,4.279943510709927e-08,c2b437f9db54dc8875986299f5addbf3e13d34232e62e1cf7675166a8758b430,True
ResNet18,CIFAR10,Adam,42,,0.9821997612714768,a88744cc4675961dfcd2a8b37b0888877f306a4881e726b45c9cc5be5c1af473,True
ResNet18,CIFAR10,Adam,123,,0.8842583984136582,3fbfd553f282150ad9bec3cc8e54e56505b3c56e1419ae3af6dec5c2a663afb2,True
ResNet18,CIFAR10,Adam,456,,0.9411808967590332,e11c1025e1277f89112459a5e5c9c989d621c2ee03b16767d833a8c55f8589d6,True
BatchAblation,MNIST,SGD,42,,0.1142855163691764,c2eb4738b65d99edd90c30a74f933a58cd5547ee3707095a5d3fea3e68680434,True
BatchAblation,MNIST,SAM,42,,0.1182166305514079,5f43dc95cff324d6bf5748a9e2c3a9c86675df5f7a47ef390909a129e38115af,True
BatchAblation,MNIST,SGD,42,,0.12231158292124057,cc4f593ffb959bf08dc8ec21503cfddbd47e1c756601b2887a0bd8897eb98d65,True
BatchAblation,MNIST,SAM,42,,0.1172206135404901,cb7372715c6a0a3533831a39609cf1219b9b098de5309f072b128fbe6a0cbab6,True
BatchAblation,MNIST,SGD,42,,0.12429713218841913,6a26857dbab74f8906ea08aea3f1cf1fa62c33b7b3482af0572584fc9f7097d6,True
BatchAblation,MNIST,SAM,42,,0.11572334992716897,75570ddc206f709bdf26fa14efabcfc50a6ada831b801890e926d13cc3cb2cf6,True
BatchAblation,MNIST,SGD,123,,0.11769058661931525,3894fbbb116f754e3618664a6e07201d93f0204de04af80723d2572972ed582e,True
BatchAblation,MNIST,SGD,42,,0.1142855163691764,c2eb4738b65d99edd90c30a74f933a58cd5547ee3707095a5d3fea3e68680434,True
BatchAblation,MNIST,SAM,42,,0.1182166305514079,5f43dc95cff324d6bf5748a9e2c3a9c86675df5f7a47ef390909a129e38115af,True
BatchAblation,MNIST,SGD,42,,0.12231158292124057,cc4f593ffb959bf08dc8ec21503cfddbd47e1c756601b2887a0bd8897eb98d65,True
BatchAblation,MNIST,SAM,42,,0.1172206135404901,cb7372715c6a0a3533831a39609cf1219b9b098de5309f072b128fbe6a0cbab6,True
BatchAblation,MNIST,SGD,42,,0.12429713218841913,6a26857dbab74f8906ea08aea3f1cf1fa62c33b7b3482af0572584fc9f7097d6,True
BatchAblation,MNIST,SAM,42,,0.11572334992716897,75570ddc206f709bdf26fa14efabcfc50a6ada831b801890e926d13cc3cb2cf6,True
BatchAblation,MNIST,SGD,42,,0.1142855163691764,c2eb4738b65d99edd90c30a74f933a58cd5547ee3707095a5d3fea3e68680434,True
BatchAblation,MNIST,SAM,42,,0.1182166305514079,5f43dc95cff324d6bf5748a9e2c3a9c86675df5f7a47ef390909a129e38115af,True
BatchAblation,MNIST,SGD,42,,0.12231158292124057,cc4f593ffb959bf08dc8ec21503cfddbd47e1c756601b2887a0bd8897eb98d65,True
BatchAblation,MNIST,SAM,42,,0.1172206135404901,cb7372715c6a0a3533831a39609cf1219b9b098de5309f072b128fbe6a0cbab6,True
BatchAblation,MNIST,SGD,42,,0.12429713218841913,6a26857dbab74f8906ea08aea3f1cf1fa62c33b7b3482af0572584fc9f7097d6,True
BatchAblation,MNIST,SGD,42,,0.1142855163691764,c2eb4738b65d99edd90c30a74f933a58cd5547ee3707095a5d3fea3e68680434,True
BatchAblation,MNIST,SAM,42,,0.1182166305514079,5f43dc95cff324d6bf5748a9e2c3a9c86675df5f7a47ef390909a129e38115af,True
BatchAblation,MNIST,SGD,42,,0.12231158292124057,cc4f593ffb959bf08dc8ec21503cfddbd47e1c756601b2887a0bd8897eb98d65,True
BatchAblation,MNIST,SAM,42,,0.1172206135404901,cb7372715c6a0a3533831a39609cf1219b9b098de5309f072b128fbe6a0cbab6,True
BatchAblation,MNIST,SGD,42,,0.12429713218841913,6a26857dbab74f8906ea08aea3f1cf1fa62c33b7b3482af0572584fc9f7097d6,True
BatchAblation,MNIST,SAM,42,,0.11572334992716897,75570ddc206f709bdf26fa14efabcfc50a6ada831b801890e926d13cc3cb2cf6,True
BatchAblation,MNIST,SGD,123,,0.11769058661931525,3894fbbb116f754e3618664a6e07201d93f0204de04af80723d2572972ed582e,True
BatchAblation,MNIST,SAM,123,,0.11824805823472545,1f0d1d96062d96e12c9fd20e3f2d37bbcaf2d75a8a532e05be96a5c393dcd719,True
BatchAblation,MNIST,SGD,123,,0.11528303668397298,05374e9583f03333f1f7a9a71b2b5e697d6f776542ea9762b34b88032e5c267c,True
BatchAblation,MNIST,SAM,123,,0.1157633484257341,5b33fee19e6bb89386488485903aed309a4c3dd0f540420ebc0f8986b47a922e,True
BatchAblation,MNIST,SGD,123,,0.12204234660515245,3ed3ace62d891b3c95d19fba37a2eaf1eff779ae03e8172f20143c36caeeae6e,True
BatchAblation,MNIST,SAM,123,,0.11767269382780453,142db8ef8c8c61927a386b4b4f174d23a884fe22773dbd68318c22f05eb1614a,True
BatchAblation,MNIST,SGD,456,,0.11439429752289217,7ba62caaa4e9f6d68e8a5dbcdca162ff0dec29d356c67c34fe1aa4e7c4349df3,True
BatchAblation,MNIST,SAM,456,,0.11864377067907673,c5f0e31db636a546a46e72e6eb062edea15209d7203b6cba68fcf3119a034fb0,True
BatchAblation,MNIST,SGD,456,,0.12290548738003908,8581b0b3a12ca76cb9dbd2aa6645183dfd7bfa26432ea5a9e64e88fe1480b85a,True
BatchAblation,MNIST,SAM,456,,0.11364778865711384,a486100d376f25f8732702648f958c12f6973db5e34e0117c32368c0d76136a5,True
BatchAblation,MNIST,SGD,456,,0.12472753325160944,ebf3e118c654bdb99869c29096337e313c584da4b9ac70e58dbe092536712fdb,True
BatchAblation,MNIST,SAM,456,,0.1199738362909488,b69cc597d047b4d19d9d0a36de49de9c7c9e24248154954aca41552c9c7933a9,True
BatchAblation,MNIST,SGD,789,,0.11663661058936975,45951eb657ba9184f311f457d7789c858bd24bf5c2660a4a15ab1eccf4f357db,True
BatchAblation,MNIST,SAM,789,,0.1182656024480062,853301750485813d6c6b780852c980506082d24db5ba42a0a33bdc30a1b81650,True
BatchAblation,MNIST,SGD,789,,0.12066864254067859,03eedd8edd69f2a1cb63b8577ee772a6e224c2616f45c1479a5fe8f8511ea466,True
BatchAblation,MNIST,SAM,789,,0.11525842845793019,94569a9d039d2cd0bd6d12127ac8639e23fab372fc23ffb9378e712aa52408c3,True
BatchAblation,MNIST,SGD,789,,0.1255919650759337,82bea5612b9d03b153c78ee63bc3c5444eb1dbc1b47cba669d9aa0228e75ccaf,True
BatchAblation,MNIST,SAM,789,,0.12074087686696143,92505d617e11bd38150d7413b1538699092441790e3ea253da4f0083d288935e,True
BatchAblation,MNIST,SGD,1011,,0.11236863126106543,2a66060e733739861de620022a56d1e5616cab6e6ac98ffbe6eaa30a3d62c64e,True
BatchAblation,MNIST,SAM,1011,,0.11922575801034939,63bb601b2c8610d708e06d9ee9c1df938d1de36090ca900c2cfaba18a6b97ddd,True
BatchAblation,MNIST,SGD,1011,,0.1216604298607433,23eeced2d6e1f86c39a0455c045de93b140ca7267b6b0c4830795a1a428da90e,True
BatchAblation,MNIST,SAM,1011,,0.1141264946575131,9d2dacce8637d9aad18b1ed7bade426a837c8c87fb2f1b34f7c49101c78d0ce7,True
BatchAblation,MNIST,SGD,1011,,0.12650576873489147,5a4137b99fc10a0f1bf40485c8ddc0472f3511954c7adc9774a1beda58697e6d,True
BatchAblation,MNIST,SAM,1011,,0.12044678972858303,d4572944b95f7ab6347696636c187ec729ddb3b23b4b0392e4e1f0215efe3b47,True
BatchAblation,MNIST,SGD,1213,,0.11454399201579799,a471209bfe5eebb87f4c333071ad3504419d275ecfaf08a0cc8a9f50b173df8b,True
BatchAblation,MNIST,SAM,1213,,0.11866421804441166,b302713de04ccdb7f1d3347a4e87684abedef9bf8ee37ea92fd2ec97da25971f,True
BatchAblation,MNIST,SGD,1213,,0.12320776372018019,167b29bc651098b96d8b1b3acd720bf7b16c02d3eaa8e79b47280bcc9aafc2af,True
BatchAblation,MNIST,SAM,1213,,0.11900815802021614,b2031b1221cbb1d60bd238bb039c28c0ccc32cd44a9f9090f2a1089f2f734cc5,True
BatchAblation,MNIST,SGD,1213,,0.1244481513100975,0e91143d1659183edc23c30d26ea54c12eab0890216b398f9163f2c0f7e6edc7,True
BatchAblation,MNIST,SAM,1213,,0.116553072589186,55bd3a5ad3f644d3f580376fb7094173ba182965b9f4fe641b833586ea4eed21,True
BatchAblation,MNIST,SGD,1415,,0.11470275044510742,db349fc4109eb936694b7271ff10ccd06412c0ff62420595bf9fd82cf0584b91,True
BatchAblation,MNIST,SAM,1415,,0.11501208631712413,5ee00311c11ce214a96b1a852cbb4da7bc972139b91efa0a0f3ad6eb98dfcc5c,True
BatchAblation,MNIST,SGD,1415,,0.12107965297184849,de8660f7465522d569788eb7279aa0e0b95ef5a60fbba968562f41f3cc8b5c35,True
BatchAblation,MNIST,SAM,1415,,0.11429391956724827,55439b8f03abe638fed3c8ef5652addc6cc608e060782bab4534f1711fd35d9a,True
BatchAblation,MNIST,SGD,1415,,0.125005989001607,9fb11b0ffcc2a5b946679da311507eeb2eed0845c962004cb695b6f7c5451af0,True
BatchAblation,MNIST,SAM,1415,,0.12013433986115006,c7a0204ebe2b102a77655f59c2e400e407debbc6cdb61a994638022df9d41aa5,True
BatchAblation,MNIST,SGD,1617,,0.11528905010859425,2ea4e14e4635bdb6d0e108f080f63a2cd11aafc2265083a4ecf704e8de4d643c,True
BatchAblation,MNIST,SAM,1617,,0.1199919430271974,a8da9d90e8497ce331da56321c7ceba66b063339b39cb186d3a49f65de735c39,True
BatchAblation,MNIST,SGD,1617,,0.12234497382813156,fe3df5b2a2b86448578228afdf87031aba9e926f1e44aa03404bf6783820196c,True
BatchAblation,MNIST,SAM,1617,,0.11687496240952569,a5ad70356ef2ee6de3c0421981404e2266956556217b3e017d1ddef402d7ea01,True
BatchAblation,MNIST,SGD,1617,,0.12419478257872024,9012f51b1f89141ab07d14c4066c381c0792e2e7c44b0646649ff31d979b4348,True
BatchAblation,MNIST,SAM,1617,,0.1233030322165984,b3414983213722af2416b97827a3dbc3625cb7b9cdb8d2f532ced64023002732,True
BatchAblation,MNIST,SGD,1819,,0.11743673384802028,5191bb6a69cf36a744ac3b54e7d3323845ebbc7f06da8fe40392692e118a750d,True
BatchAblation,MNIST,SAM,1819,,0.11972307505541795,3999d9c87d2ce127ab830483e3f2815a7651c7cb7575b5502bbc4bfacd5e1ac9,True
BatchAblation,MNIST,SGD,1819,,0.1188169849144904,d09c020afd43c11abd7f2aee505dea848f66a640e9763639e23c118e43efca35,True
BatchAblation,MNIST,SAM,1819,,0.11588947928700402,3d210cc1b2d7e5ebfe6bbf1c5c9174a873722f909b82de7b9474865760e3d32d,True
BatchAblation,MNIST,SGD,1819,,0.12671386155317416,4b3aa4cd949a5a6188137883f7079a084354477ad57775eb9e436e2383ac5579,True
BatchAblation,MNIST,SAM,1819,,0.11823062212118562,35a386461837f467699ac0dd93fbe740b459aa99432985dad82a24ae294ee66c,True
BatchAblation,MNIST,SGD,2021,,0.11760983755370664,85c673d624b3b6e1621b638a7e8f91a5034f564209cce3869f4b50e0ae516c65,True
BatchAblation,MNIST,SAM,2021,,0.11967672580594894,797fc5da229e01ae6356f74172907a117b022c4dee196404d6f53d9b516fcbbd,True
BatchAblation,MNIST,SGD,2021,,0.12133386872391,19c407daa0765e221499fa061ce84dafdeb6820d8256e4d8f3ff957c0e8a67d8,True
BatchAblation,MNIST,SAM,2021,,0.11657550883307276,d7ee2b0fb760cccdbc41d9136c5fd698b9087946290b70093dc3b3c8924f26cd,True
BatchAblation,MNIST,SGD,2021,,0.12366036276491184,fd3e5903434928a2aed2f0193bb35d18e3892b56dcdd3d8afb5c552545e7143e,True
BatchAblation,MNIST,SAM,2021,,0.1168501024960347,bc0015ffb2b890cbdc0168979908ce961735da7a6ce99f5d1ff45e2a1eb25159,True
SchedulerAblation,MNIST,SGD,42,,0.2479192623206507,d851f1fbc1fb1704007c3a29543aa1475cc18ebcce6e927778fa72a3bc746874,True
SchedulerAblation,MNIST,SGD,42,,0.30496251579568284,d8c952a3a78508ebcfd4deeaefd0eb34ab938ce7bde3accf284bdacdac14519c,True
MNIST,SimpleMLP,GradientClip_None,42,98.18,0.06056918616183102,bc27a5d768a07099462bcab58680304e657839b9d97fc2c54ad1b4621d85463d,True
MNIST,SimpleMLP,GradientClip_0.5,42,98.02,0.06243659405633807,0b8860405afeb5ec8c389ab863fec157ffed52a62bc012c564eb0a93ba5fc1e7,True
MNIST,SimpleMLP,GradientClip_1.0,42,98.13,0.06102928628651425,a5bc8f57c94db45324fa27d151841c0e74a02df5de1d163684dcd59d091b31dc,True
MNIST,SimpleMLP,GradientClip_5.0,42,98.18,0.06056918616183102,a05521a1b01f87f1d7fd75c68bf305c6307b6d272cb093624cd2f652f8d43a37,True
MNIST,SimpleMLP,GradientClip_10.0,42,98.18,0.06056918616183102,7c3edec8963c306d706df762cb9e8fb53d6e675b3bba8d09892d29781480d17c,True
MNIST,SimpleMLP,GradientClip_None,123,98.19,0.059521924253820906,b168ea58a49ced481572b3a103db91ae618b271e466e063509505cb6dd7eac40,True
MNIST,SimpleMLP,GradientClip_0.5,123,98.05,0.062099864152632654,33ddb61ebabbfb44d5fb615580ff5f4a9c0a6a5088bcc4413e08f5f8b9f77d97,True
MNIST,SimpleMLP,GradientClip_1.0,123,98.18,0.05894909803513437,b78c83e233757854f87f539a939c9fe2fcf8a63afa13d69bd85540f68553eb54,True
MNIST,SimpleMLP,GradientClip_5.0,123,98.19,0.059521924253820906,a36aa96ff7daad858110846b69a77b9866ecc82c7c0707123ea0fca5074d2684,True
MNIST,SimpleMLP,GradientClip_10.0,123,98.19,0.059521924253820906,f8d63159e9274f3f2c9f0e9e32046544b9e350c79ae6f19732fe1bba837baa1b,True
MNIST,SimpleMLP,GradientClip_None,456,98.09,0.06135385002980474,72659e244ff05af2ebb1054ba34714664910fa7bb79a51befbb59ca5259002c6,True
MNIST,SimpleMLP,GradientClip_0.5,456,98.13,0.06375403364114464,342dbae3bf74064931864abf117dea2fc47e85732fbe76b98b1749f5a0ee634b,True
MNIST,SimpleMLP,GradientClip_1.0,456,98.1,0.061129801288200544,da674570064bf8ba577086fa47b15e17b2260da9403583a03b078e8b178c527d,True
MNIST,SimpleMLP,GradientClip_5.0,456,98.09,0.06135385002980474,b9003b28626fc8b5690a59a6b1353bc101c998b7d774e88230823e23a5895149,True
MNIST,SimpleMLP,GradientClip_10.0,456,98.09,0.06135385002980474,c0f532d5d84353ab26c3997b365d0db1d65f1fb602d3b9f0add2fbc1e1cc321d,True
MNIST,SimpleMLP,GradientClip_None,789,98.09,0.059638893697177994,c1dbb66a4bb7601ca845f5f0530d50fa9d2a4681719bddfb9801e34258a13259,True
MNIST,SimpleMLP,GradientClip_0.5,789,97.96,0.06208864823346957,50a18ad19beee0aea770f20785670245a4171a39d461c7c65a62c4890b63b021,True
MNIST,SimpleMLP,GradientClip_1.0,789,98.03,0.059791496200812984,01df45371791c74209214aee1751bd662d30795cfa74756154c34986720bf6fe,True
MNIST,SimpleMLP,GradientClip_5.0,789,98.09,0.059638893697177994,0878a7f4414ae0386ea69343ec5500740b8df7f0760a9e9be97b65f639414cea,True
MNIST,SimpleMLP,GradientClip_10.0,789,98.09,0.059638893697177994,4f00024541534f38596baf2748215ff6ab63d6a0d7909db6671990807105513b,True
MNIST,SimpleMLP,GradientClip_None,1011,98.23,0.06073030125247315,bbed22f7f3ddb0b9de60bcf79de6a3bb90f3ff20ea1415469a70e76c48cff88d,True
MNIST,SimpleMLP,GradientClip_0.5,1011,98.11,0.06279108507856726,36baf7ecea8d9f4cbb95bf19f9e5604ee304e0a14602c9f54200755ca104f466,True
MNIST,SimpleMLP,GradientClip_1.0,1011,98.18,0.06072530231857672,3780886e54d1de6f65ad827c615107294ddaf15b53da28bfd7851e31913ee5c1,True
MNIST,SimpleMLP,GradientClip_5.0,1011,98.23,0.06073030125247315,8c5a8993d470cbff7cc53a7e7cff6b3a7b8091fed20e55e75360a2c57a82f562,True
MNIST,SimpleMLP,GradientClip_10.0,1011,98.23,0.06073030125247315,a543cb2f56037c9fadf29f1b43f693ebd1d92bbaeada8fda2456363b7a9d834a,True
MNIST,SimpleMLP,GradientClip_None,1213,98.01,0.06166260901982896,448fac8177b0845e0d6a4e285229fedfd9549b65a5c9485688f623b10ae95b06,True
MNIST,SimpleMLP,GradientClip_0.5,1213,98.01,0.06494766184696928,0fe6874712f65b4f8fd8b9750414b56932a09d81aa324a9852d78bb02e5de791,True
MNIST,SimpleMLP,GradientClip_1.0,1213,98.02,0.06183171247723512,5853c5d6054136702c7f38b5a117968ddddec7b5bdd7a10464f0bff9ab10e08b,True
MNIST,SimpleMLP,GradientClip_5.0,1213,98.01,0.06166260901982896,ea4c8cd57be3b866c441878b1adfce0db6e99f7c6b5c8be5958fc3d4ef804e5d,True
MNIST,SimpleMLP,GradientClip_10.0,1213,98.01,0.06166260901982896,14a7d44c90829d41a6f1f04eab64e0a638d7449e358a78d35e1d2df572ec055a,True
MNIST,SimpleMLP,GradientClip_None,1415,98.11,0.059820693528768606,1d841d9a952a491f6b45a24d5b27ca17c98df692f4e30bdd985a15fad08d3488,True
MNIST,SimpleMLP,GradientClip_0.5,1415,98.01,0.06354422928011044,95c99200502586f058d3f79e1f14e5eaa109ccf68c0efa20db705ccf3de91063,True
MNIST,SimpleMLP,GradientClip_1.0,1415,98.13,0.05924279781084042,f4bbd0f1dee18259f8db44b02070f4d493b4ecc1610f4d427f5d2d25d2b64c58,True
MNIST,SimpleMLP,GradientClip_5.0,1415,98.11,0.059820693528768606,5336fc92e4f02e711b06c9d9251367d95c56ca71c94e7888b86904b6c389d887,True
MNIST,SimpleMLP,GradientClip_10.0,1415,98.11,0.059820693528768606,643756ec2fe3acc81e1a92d85acc71c527149e0432021b514372e170b0442518,True
MNIST,SimpleMLP,GradientClip_None,1617,98.12,0.06060440619622823,7f133d35dc74d1bdb4075ff5240e15668be2ade648f60c41537155336837d55d,True
MNIST,SimpleMLP,GradientClip_0.5,1617,98.03,0.06444953639153392,16a4dab5e31c521249bf21e5844f518fb6cda89c9156aa0f07fe58c924d8005d,True
MNIST,SimpleMLP,GradientClip_1.0,1617,98.11,0.06152941000068095,28f5ca768925b1d0877d49d4f83dfc089a59014b28ed7142e87855294caa2b0c,True
MNIST,SimpleMLP,GradientClip_5.0,1617,98.12,0.06060440619622823,f9f55cb3ec1de8bf11b89a510ba773a4f1234c238423a5b7ceef3c8a08a54540,True
MNIST,SimpleMLP,GradientClip_10.0,1617,98.12,0.06060440619622823,19adde8424c9e479ea0b79cc9f955ec0051e3c81dcf6dd186f01ab4276802f21,True
MNIST,SimpleMLP,GradientClip_None,1819,98.09,0.060919187795720066,e91bf6ec6f54c66577877bc148b08ca80e0a76296973e34e22243417a9bd1db8,True
MNIST,SimpleMLP,GradientClip_0.5,1819,98.11,0.06283448828705586,832694e434df7b1bf9b83ae2aa8f7493491a4070177e3b6d6729966bfc11594b,True
MNIST,SimpleMLP,GradientClip_1.0,1819,98.04,0.06109419219936244,e3c472c571ec4fd13cd61acb32a9a4b97c2a590bb085235f27e5880f16f65461,True
MNIST,SimpleMLP,GradientClip_5.0,1819,98.09,0.060919187795720066,5bd2f1031de1e8dfc844d63a638d1224e0cc2b2107f57bece4c98664729887e1,True
MNIST,SimpleMLP,GradientClip_10.0,1819,98.09,0.060919187795720066,d99570299695870ad0d0a52d7090c61475d8a0a4ed51af875a6963d77cfbdeec,True
MNIST,SimpleMLP,GradientClip_None,2021,98.01,0.06155598701999988,71d8330e2e3922b7870c344e39861aedf2f4d3781d5a118896baf0785f37362b,True
MNIST,SimpleMLP,GradientClip_0.5,2021,97.92,0.06569435428343713,081e8a0972b3df2bc598ac90ed955e31c1cd9c009bf3da1f87967b9c0343e758,True
MNIST,SimpleMLP,GradientClip_1.0,2021,97.99,0.06242921990887262,8a189c421f92f5bbf474a350cf26ef32794cd40d5cefd06ee14f22dbe5e95759,True
MNIST,SimpleMLP,GradientClip_5.0,2021,98.01,0.06155598701999988,4aa4f5c66fbfc3768607e4a7d2c115e705132893be5a8b916edc572c1b31afc2,True
MNIST,SimpleMLP,GradientClip_10.0,2021,98.01,0.06155598701999988,5ed4e0e71d74870865fcb433ee577378d5b999e2bc4e51e7e59741580740445c,True
SchedulerAblation,MNIST,SGD,42,,0.2479192623206507,d851f1fbc1fb1704007c3a29543aa1475cc18ebcce6e927778fa72a3bc746874,True
SchedulerAblation,MNIST,SGD,42,,0.30496251579568284,d8c952a3a78508ebcfd4deeaefd0eb34ab938ce7bde3accf284bdacdac14519c,True
SchedulerAblation,MNIST,SGD_CosineAnnealingLR,42,,0.2479192623206507,f8cdd663cc4f5c717b6f9d657b3c4edb9b5eb58db8a3bb6cfb2097d255a4bcb4,True
SchedulerAblation,MNIST,SGD_StepLR,42,,0.30496251579568284,19053a291f417202dc3b4a874f40b3b9aa107cdfeb36191ff44d7ff5308e2d81,True
SchedulerAblation,MNIST,AdamW_CosineAnnealingLR,42,,0.016709929419310668,dc3bacc1cd7f44298f80d5b406ddb3084ae9fbeb3cdedfaf3a4925813e2e8124,True
SchedulerAblation,MNIST,AdamW_StepLR,42,,0.04457708019586677,2856bd949a3617ed8b97a516e34fb914dff2ee34b12e3abdf96d88422348f495,True
SchedulerAblation,MNIST,SGD_CosineAnnealingLR,123,,0.2583425812493851,60e03766c7b880af5228afc43236995684749d84e98e3b3417edb0075fce0592,True
SchedulerAblation,MNIST,SGD_StepLR,123,,0.30997075973811306,b5efbedb07f5847f20464101c256e38730694ea4b4ab5fdb23f525a6a5a9b144,True
SchedulerAblation,MNIST,AdamW_CosineAnnealingLR,123,,0.017930801075075473,cfaf37e1139c9dbaa8976b78ea62d4c484255bea67ddc12758048a383eb7cbbc,True
SchedulerAblation,MNIST,AdamW_StepLR,123,,0.04366026641425822,c350a6dc734a9dc966c291dfcd63462a71310cea6bf89552f73d256b06dccaba,True
SchedulerAblation,MNIST,SGD_CosineAnnealingLR,456,,0.2424651231281283,41699e5cffbed8254d11315ebf55e166ba9bda15bb331d01d654a4e8e658127c,True
SchedulerAblation,MNIST,SGD_StepLR,456,,0.30322618372914917,0198671fc302eb05818c757e21bf9c37539ca2cf8b8ec8f26e65b1e2ba2f2e0d,True
SchedulerAblation,MNIST,AdamW_CosineAnnealingLR,456,,0.018324482140475575,263ee050fb3853da464a23ac43a06769c00791ba03ff00bb76f20590266db088,True
SchedulerAblation,MNIST,AdamW_StepLR,456,,0.04785187824924975,d0e83ae2b7fbf820d466b5c66f10abaef17188fc9f551e5d9082b6a4201f7614,True
SchedulerAblation,MNIST,SGD_CosineAnnealingLR,789,,0.2517520581235253,8ef72cb7e7550730ac0f70d323148ea1862f99cebc8769cc2a1a023d19e097d2,True
SchedulerAblation,MNIST,SGD_StepLR,789,,0.310051364109132,edc9b8c4164119535ad79177e247827f1cdc9fc108fc1c4e2318a5201a9925a8,True
SchedulerAblation,MNIST,AdamW_CosineAnnealingLR,789,,0.01817332421428352,f00fe720f33fafb3c0081b40948b0fb0791270c4d88b0203fc3b031eead1b695,True
SchedulerAblation,MNIST,AdamW_StepLR,789,,0.04482630128482295,ed5fe0168a6e2d6a73c9820c31aeea5eddea70b2010d15042c2f00cfd6f5c8f0,True
SchedulerAblation,MNIST,SGD_CosineAnnealingLR,1011,,0.2527827526049874,8e87c647dc765a409ae1e1b703d7ee317d73bb5d8751e1d43331417fe2eb787c,True
SchedulerAblation,MNIST,SGD_StepLR,1011,,0.3016072532506351,a5e8cdca50518ad836defb0a0ebe84f70a501a75cfc2561aa0805079c553566f,True
SchedulerAblation,MNIST,AdamW_CosineAnnealingLR,1011,,0.017699811501666832,807d899ce3b01c6abca255c2fd9d48467041d024aaaa232aa5f59a2c4c82e656,True
SchedulerAblation,MNIST,AdamW_StepLR,1011,,0.047431599825479405,cfe469f763584f23c7536009a6dff3b55e676c62f969415b15bcdf0c916c904f,True
SchedulerAblation,MNIST,SGD_CosineAnnealingLR,1213,,0.25216658664116925,0b79591ecb72af192e0883755066a61404e4d48b1fb74124afacd24163b9399f,True
SchedulerAblation,MNIST,SGD_StepLR,1213,,0.31335158494270243,95c22fcaf15e8f1207dd80f19d6605817b7726d40b616848240f472084d8c5a8,True
SchedulerAblation,MNIST,SGD_CosineAnnealingLR,42,,0.2479192623206507,e2e6a9d30269cef87439bc9354c7b529e63c587aaa990604768f5418b9f72944,True
SchedulerAblation,MNIST,SGD_StepLR,42,,0.30496251579568284,e27df94c5866b93a0ff8521719a3ae5c48caa60f7c6d6afee30ff59040027138,True
SchedulerAblation,MNIST,AdamW_CosineAnnealingLR,42,,0.016709929419310668,8bd17b38aed4975506631d109b8a7f1d461be3122f875845758e1d957c17da85,True
